"LABNR","C14AGE","C14STD","MATERIAL","COUNTRY","REGION","SITE","LAT","LONG","CLASS","LITHICS","POTTERY","IRON","SOURCES"
"AA-94538",242,34,"-","CAF","D","Ngotto",3.83,17.49,"Ib relevant dates, medium archaeological context","-","-","slag; tuyère","Lupo et al. 2015: 6 Tab. 1, 9 Tab. 2; Kiahtipes 2016:81 Tab. 4-1; Lupo et al. 2018: 9 Tab. 2"
"AA-94539",217,48,"-","CAF","D","Ngotto",3.83,17.49,"Ib relevant dates, medium archaeological context","-","indet","slag; tuyère","Lupo et al. 2015: 6 Tab. 1, 9 Tab. 2; Kiahtipes 2016:81 Tab. 4-1; Lupo et al. 2018: 9 Tab. 2"
"AA-94540",706,35,"-","CAF","D","Ngotto",3.83,17.49,"Ib relevant dates, medium archaeological context","(indet)","indet","slag; tuyère","Lupo et al. 2015: 6 Tab. 1, 9 Tab. 2; Kiahtipes 2016:81 Tab. 4-1; Lupo et al. 2018: 9 Tab. 2"
"AA-94541",494,34,"-","CAF","D","Ngotto",3.83,17.49,"Ib relevant dates, medium archaeological context","(indet)","indet","slag; tuyère","Lupo et al. 2015: 6 Tab. 1, 9 Tab. 2; Kiahtipes 2016:81 Tab. 4-1; Lupo et al. 2018: 9 Tab. 2"
"AA-94542",593,34,"-","CAF","D","Ngotto",3.83,17.49,"Ib relevant dates, medium archaeological context","(indet)","indet","slag; tuyère","Lupo et al. 2015: 6 Tab. 1, 9 Tab. 2; Kiahtipes 2016:81 Tab. 4-1; Lupo et al. 2018: 9 Tab. 2"
"AA-94543",152,35,"-","CAF","D","Ngotto",3.83,17.49,"Ib relevant dates, medium archaeological context","-","indet","slag; tuyère","Lupo et al. 2015: 6 Tab. 1, 9 Tab. 2; Kiahtipes 2016:81 Tab. 4-1; Lupo et al. 2018: 9 Tab. 2"
"AA-94544",210,34,"-","CAF","D","Ngotto",3.83,17.49,"Ib relevant dates, medium archaeological context","-","indet","slag; tuyère","Lupo et al. 2015: 6 Tab. 1, 9 Tab. 2; Kiahtipes 2016:81 Tab. 4-1; Lupo et al. 2018: 9 Tab. 2"
"AA-94545",188,39,"-","CAF","D","Ngotto",3.83,17.49,"Ib relevant dates, medium archaeological context","-","indet","slag; tuyère","Lupo et al. 2015: 6 Tab. 1, 9 Tab. 2; Kiahtipes 2016:81 Tab. 4-1; Lupo et al. 2018: 9 Tab. 2"
"AA-94546",131,34,"-","CAF","D","Ngotto",3.83,17.49,"Ib relevant dates, medium archaeological context","-","indet","slag; tuyère","Lupo et al. 2015: 6 Tab. 1, 9 Tab. 2; Kiahtipes 2016:81 Tab. 4-1; Lupo et al. 2018: 9 Tab. 2"
"AA-94547",131,34,"-","CAF","D","Ngotto",3.83,17.49,"Ib relevant dates, medium archaeological context","-","indet","slag; tuyère","Lupo et al. 2015: 6 Tab. 1, 9 Tab. 2; Kiahtipes 2016:81 Tab. 4-1; Lupo et al. 2018: 9 Tab. 2"
"Ly-12149",1620,45,"-","CAF","D","Pendèrè-Senguè/Gobongo 1",4.43,18.55,"Ib relevant dates, medium archaeological context","-","indet","tuyère","Ndanga 2008: 28"
"AA-96496",1652,37,"-","CAF","D","Poutem",4.03,17.32,"Ib relevant dates, medium archaeological context","(indet)","indet","-","Kiahtipes 2016:81 Tab. 4-1; Lupo et al. 2018: 7 Tab. 1, 8"
"AA-96497",0,0,"-","CAF","D","Poutem",4.03,17.32,"Ib relevant dates, medium archaeological context","indet","indet","-","Lupo et al. 2018: 7 Tab. 1"
"AA-96498",143,34,"-","CAF","D","Poutem",4.03,17.32,"Ib relevant dates, medium archaeological context","indet","indet","-","Kiahtipes 2016:81 Tab. 4-1; Lupo et al. 2018: 7 Tab. 1"
"Beta-282420",1690,40,"-","CAF","D","Poutem",4.03,17.32,"Ib relevant dates, medium archaeological context","(indet)","indet","-","Kiahtipes et al. 2011; Lupo et al. 2018: 7 Tab. 1, 8"
"Beta-287971",220,40,"-","CAF","D","Poutem",4.03,17.32,"Ib relevant dates, medium archaeological context","(indet)","indet","-","Kiahtipes 2016:81 Tab. 4-1; Lupo et al. 2018: 7 Tab. 1"
"Ly-5921",630,45,"Charcoal_endocarp_elaeis","CAF","D","Sabélé",3.33,16.19,"Ib relevant dates, medium archaeological context","-","-","slag","Lanfranchi/Ndanga/Zana 1998; Lupo et al. 2018: 14 Tab. 4"
"Ly-5922",715,35,"Charcoal_endocarp_elaeis","CAF","D","Sabélé",3.33,16.19,"Ib relevant dates, medium archaeological context","-","-","slag","Lanfranchi/Ndanga/Zana 1998; Lupo et al. 2018: 14 Tab. 4"
"Bdy-303",870,210,"-","CAF","D","Sikilongo",3.65,18.56,"Ib relevant dates, medium archaeological context","-","indet","slag","Kote 1992: 44, 118 Tab. 10, 220 Tab. 18; Gotilogué 2000: 256; Moga 2008; Lupo et al. 2018: 14 Tab. 3"
"Bdy-311",1280,60,"-","CAF","D","Té Ndongué",5.72,18,"Ib relevant dates, medium archaeological context","indet","indet","slag","Gotilogué 2000: 256; Moga 2008: 3"
"Bdy-312",1140,310,"-","CAF","D","Té Ndongué",5.72,18,"Ib relevant dates, medium archaeological context","indet","indet","slag","Gotilogué 2000: 256; Moga 2008: 3"
"Lv-1872",1070,70,"-","CAF","D","Té Ndongué",5.72,18,"Ib relevant dates, medium archaeological context","indet","indet","slag","Moga 2008: 3"
"Lv-1873",950,60,"-","CAF","D","Té Ndongué",5.72,18,"Ib relevant dates, medium archaeological context","indet","indet","slag","Moga 2008: 3"
"Lv-1874",1370,70,"-","CAF","D","Té Ndongué",5.72,18,"Ib relevant dates, medium archaeological context","indet","indet","slag","Moga 2008: 4"
"Gif-1887",2560,110,"Charcoal","CAF","D","Be Yole",5.9,15.6,"Ic relevant dates, poor archaeological context","-","-","-","de Bayle des Hermens 1975: 261; van Noten 1982"
"Gif-1888",2200,110,"Charcoal","CAF","D","Be Yole",5.9,15.6,"Ic relevant dates, poor archaeological context","-","-","-","de Bayle des Hermens 1975: 261; van Noten 1982"
"Gif-1637",1920,100,"Charcoal","CAF","D","Tia 1",5.85,15.5,"Ic relevant dates, poor archaeological context","-","-","-","de Bayle des Hermens 1975: 260; van Noten 1982"
"Gif-1889",2400,100,"Charcoal","CAF","D","Zupaya",5.58,15.34,"Ic relevant dates, poor archaeological context","-","-","-","de Bayle des Hermens 1975: 261; van Noten 1982"
"Beta-75850",1640,80,"Charcoal_endocarp_elaeis","CAF","D","Kenie Branch",2.37,16.14,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75851",1860,90,"Charcoal_endocarp_elaeis","CAF","D","Kenie Branch",2.37,16.14,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75852",2090,90,"Charcoal_endocarp_elaeis","CAF","D","Kenie Branch",2.37,16.14,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75853",1640,110,"Charcoal_endocarp_elaeis","CAF","D","Kenie Branch",2.37,16.14,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75854",1890,100,"Charcoal_endocarp_elaeis","CAF","D","Kenie Branch",2.37,16.14,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75845",1540,100,"Charcoal_endocarp_elaeis","CAF","D","Modoubou",2.94,16.35,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75846",1170,90,"Charcoal_endocarp_elaeis","CAF","D","Modoubou",2.94,16.35,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75847",1350,90,"Charcoal_endocarp_elaeis","CAF","D","Modoubou",2.94,16.35,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75848",1620,100,"Charcoal_endocarp_elaeis","COG","D","Modoubou",2.94,16.35,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75849",1450,80,"Charcoal_endocarp_elaeis","CAF","D","Modoubou",2.94,16.35,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-46731",1740,60,"Charcoal_endocarp_elaeis","CAF","D","Ndakan",2.35,16.15,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-46732",1820,60,"Charcoal_endocarp_elaeis","CAF","D","Ndakan",2.35,16.15,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-46733",1590,50,"Charcoal_endocarp_elaeis","CAF","D","Ndakan",2.35,16.15,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-46734",1510,60,"Charcoal_endocarp_elaeis","CAF","D","Ndakan",2.35,16.15,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75815",1480,80,"Charcoal_endocarp_elaeis","COG","D","Upper Ndoki",2.47,16.32,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75816",1430,100,"Charcoal_endocarp_elaeis","COG","D","Upper Ndoki",2.47,16.32,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75817",1800,80,"Charcoal_endocarp_elaeis","COG","D","Upper Ndoki",2.47,16.32,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75818",1690,110,"Charcoal_endocarp_elaeis","COG","D","Upper Ndoki",2.47,16.32,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75819",1520,90,"Charcoal_endocarp_elaeis","COG","D","Upper Ndoki",2.47,16.32,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"indet 10",380,150,"-","CAF","D","Lingbangbo",3.63,18.4,"IIc irrelevant dates, lack of archaeological context","-","-","-","Buchet 1992"
"D-AMS-27064",1875,27,"Charcoal_wood","CAF","D","Moloukou",3.74,17.51,"IIc irrelevant dates, lack of archaeological context","-","-","-","Schmitt et al. 2019: 63 Tab. 1"
"D-AMS-27780",1508,23,"-","CAF","D","Moloukou",3.74,17.51,"IIc irrelevant dates, lack of archaeological context","-","-","-","Schmitt et al. 2019: 63 Tab. 1"
"Beta-282417",1240,40,"Sediment_wet","CAF","D","Bodingue",3.63,16.84,"IIIc unreliable dates on bulk organic matter (from sediment cores)","-","-","-","Kiahtipes et al. 2011"
"Beta-282418",480,40,"Sediment_wet","CAF","D","Bodingue",3.63,16.84,"IIIc unreliable dates on bulk organic matter (from sediment cores)","-","-","-","Kiahtipes et al. 2011"
"Beta-282419",270,40,"Sediment_wet","CAF","D","Bodingue",3.63,16.84,"IIIc unreliable dates on bulk organic matter (from sediment cores)","-","-","-","Kiahtipes et al. 2011"
"AA-78447",2362,39,"Sediment_wet","CAF","D","Mbaere",3.99,16.92,"IIIc unreliable dates on bulk organic matter (from sediment cores)","-","-","-","Kiahtipes et al. 2011"
"AA-78448",2171,37,"Sediment_wet","CAF","D","Mbaere",3.99,16.92,"IIIc unreliable dates on bulk organic matter (from sediment cores)","-","-","-","Kiahtipes et al. 2011"
"AA-78449",834,35,"Sediment_wet","CAF","D","Mbaere",3.99,16.92,"IIIc unreliable dates on bulk organic matter (from sediment cores)","-","-","-","Kiahtipes et al. 2011"
"KI-2895",2230,100,"Charcoal","COG","E","Mitula",0.29,17.05,"Ia relevant dates, strong archaeological context","-","Imbonga","-","Eggert 1992: 20 Tab. 4; Eggert 1993; Seidensticker 2017"
"KI-2894",2270,160,"Charcoal","COG","E","Mobaka",-0.37,17.13,"Ia relevant dates, strong archaeological context","-","Imbonga","-","Eggert 1992: 20 Tab. 4; Eggert 1993; Seidensticker 2017"
"KI-2876",1980,41,"Charcoal","COG","E","Munda",1.16,17.36,"Ia relevant dates, strong archaeological context","-","Pikunda-Munda","-","Eggert 1992: 16 Tab. 3; Eggert 1993; Seidensticker 2017"
"KI-2881",1990,45,"Charcoal_endocarp_elaeis","COG","E","Munda",1.16,17.36,"Ia relevant dates, strong archaeological context","-","Pikunda-Munda","-","Eggert 1992: 16 Tab. 3; Eggert 1993; Seidensticker 2017"
"KI-2884",250,40,"Charcoal","COG","E","Munda",1.16,17.36,"Ia relevant dates, strong archaeological context","-","Ebambe","slag","Seidensticker 2017"
"KI-2885",1800,90,"Charcoal","COG","E","Munda",1.16,17.36,"Ia relevant dates, strong archaeological context","-","Pikunda-Munda","object; slag","Eggert 1992: 16 Tab. 3; Eggert 1993; Seidensticker 2017"
"KI-2886",1910,80,"Charcoal","COG","E","Munda",1.16,17.36,"Ia relevant dates, strong archaeological context","-","Pikunda-Munda","-","Eggert 1992: 16 Tab. 3; Eggert 1993; Seidensticker 2017"
"KI-2887",2020,180,"Charcoal","COG","E","Munda",1.16,17.36,"Ia relevant dates, strong archaeological context","-","Pikunda-Munda","object; slag","Eggert 1992: 16 Tab. 3; Eggert 1993; Seidensticker 2017"
"KI-2888",1990,65,"Charcoal","COG","E","Munda",1.16,17.36,"Ia relevant dates, strong archaeological context","-","Pikunda-Munda","-","Eggert 1992: 16 Tab. 3; Eggert 1993; Seidensticker 2017"
"KI-2889",1650,80,"Charcoal","COG","E","Munda",1.16,17.36,"Ia relevant dates, strong archaeological context","-","Pikunda-Munda","slag","Eggert 1992: 16 Tab. 3; Eggert 1993; Seidensticker 2017"
"KI-2890",1680,90,"Charcoal","COG","E","Munda",1.16,17.36,"Ia relevant dates, strong archaeological context","-","Pikunda-Munda","slag","Eggert 1992: 16 Tab. 3; Eggert 1993; Seidensticker 2017"
"KI-2877",1980,100,"Charcoal","COG","E","Pikunda",0.55,16.64,"Ia relevant dates, strong archaeological context","-","Pikunda-Munda; Lusako","-","Eggert 1992: 16 Tab. 3; Wotzka 1995; Seidensticker 2017"
"KI-2891",600,75,"Charcoal","COG","E","Pikunda",0.55,16.64,"Ia relevant dates, strong archaeological context","-","Mandombe","object; slag","Seidensticker 2017"
"KIA-39606",1715,25,"Charcoal_endocarp_elaeis","COG","E","Bomassa",2.2,16.19,"Ib relevant dates, medium archaeological context","-","indet","-","Morin-Rivat et al. 2014: 212 Tab. 1"
"Poz-38696",335,35,"Charcoal_wood","COG","E","Djaka River",1.66,16.44,"Ib relevant dates, medium archaeological context","-","indet","-","Morin-Rivat et al. 2014: 213 Tab. 1"
"Poz-38697",315,30,"Charcoal_wood","COG","E","Ebaleki River",3.14,17.5,"Ib relevant dates, medium archaeological context","-","indet","-","Morin-Rivat et al. 2014: 213 Tab. 1"
"Poz-41781",290,30,"Charcoal_endocarp_elaeis","COG","E","Landjoué",0.77,15.36,"Ib relevant dates, medium archaeological context","-","indet","-","Morin-Rivat et al. 2014: 213 Tab. 1"
"Poz-41782",2130,30,"Charcoal_endocarp_elaeis","COG","E","Landjoué",0.77,15.36,"Ib relevant dates, medium archaeological context","-","indet","-","Morin-Rivat et al. 2014: 212 Tab. 1"
"KI-2893",1960,90,"Charcoal","COG","E","Likwala-Esobe km 186",-0.05,17.41,"Ib relevant dates, medium archaeological context","-","indet","-","Eggert 1992: 20 Tab. 4; Eggert 1993; Seidensticker 2017"
"Poz-38700",1590,30,"Charcoal_wood","COG","E","Mambili River",0.35,15.44,"Ib relevant dates, medium archaeological context","-","indet","slag","Morin-Rivat et al. 2014: 213 Tab. 1"
"KI-4612",470,65,"Charcoal","CMR","E","Mokounounou 1a",1.93,15.33,"Ib relevant dates, medium archaeological context","-","indet","-","Garcin et al. 2018"
"KI-2882",1110,110,"Charcoal","COG","E","Munda",1.16,17.36,"Ib relevant dates, medium archaeological context","-","indet","slag","Seidensticker 2017"
"KI-2883",870,180,"Charcoal","COG","E","Munda",1.16,17.36,"Ib relevant dates, medium archaeological context","-","indet","slag","Seidensticker 2017"
"KIA-39607",1715,25,"Charcoal_endocarp_elaeis","COG","E","Ndoki River",2.15,16.26,"Ib relevant dates, medium archaeological context","-","indet","-","Morin-Rivat et al. 2014: 212 Tab. 1"
"Poz-41772",520,30,"Charcoal_endocarp_elaeis","COG","E","Pikounda",0.55,16.64,"Ib relevant dates, medium archaeological context","-","indet","-","Morin-Rivat et al. 2014: 213 Tab. 1"
"KI-2892",840,41,"Charcoal","COG","E","Pikunda",0.55,16.64,"Ib relevant dates, medium archaeological context","-","indet","slag","Seidensticker 2017"
"Poz-38702",1765,30,"Charcoal_endocarp_elaeis","COG","E","Ngombé",1.43,16.15,"Ic relevant dates, poor archaeological context","-","indet","-","Morin-Rivat et al. 2014: 212 Tab. 1"
"Poz-38703",675,30,"Charcoal_wood","COG","E","Ngombé",1.43,16.15,"Ic relevant dates, poor archaeological context","-","indet","slag","Morin-Rivat et al. 2014: 213 Tab. 1"
"Beta-75835",1760,80,"Charcoal_endocarp_elaeis","COG","E","12 km Dédé creek",2.2,16.51,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75836",1730,80,"Charcoal_endocarp_elaeis","COG","E","12 km Dédé creek",2.2,16.51,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75837",1730,100,"Charcoal_endocarp_elaeis","COG","E","12 km Dédé creek",2.2,16.51,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75838",1780,100,"Charcoal_endocarp_elaeis","COG","E","12 km Dédé creek",2.2,16.51,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75839",1940,90,"Charcoal_endocarp_elaeis","COG","E","12 km Dédé creek",2.2,16.51,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75830",2340,90,"Charcoal_endocarp_elaeis","COG","E","Bai Dédé Creek",2.21,16.53,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75831",1620,100,"Charcoal_endocarp_elaeis","COG","E","Bai Dédé Creek",2.21,16.53,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75832",1660,80,"Charcoal_endocarp_elaeis","COG","E","Bai Dédé Creek",2.21,16.53,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75833",1730,90,"Charcoal_endocarp_elaeis","COG","E","Bai Dédé Creek",2.21,16.53,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75834",1710,90,"Charcoal_endocarp_elaeis","COG","E","Bai Dédé Creek",2.21,16.53,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75806",2290,70,"Charcoal_endocarp_elaeis","COG","E","Goalake",2.32,16.34,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75805",1110,70,"Charcoal_endocarp_elaeis","COG","E","Goaleke",2.32,16.34,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75807",1290,70,"Charcoal_endocarp_elaeis","COG","E","Goaleke",2.32,16.34,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75808",1390,100,"Charcoal_endocarp_elaeis","COG","E","Goaleke",2.32,16.34,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75809",1210,80,"Charcoal_endocarp_elaeis","COG","E","Goaleke",2.32,16.34,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75780",1520,80,"Charcoal_endocarp_elaeis","COG","E","Lower Mabale",2.64,16.66,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75781",1400,80,"Charcoal_endocarp_elaeis","COG","E","Lower Mabale",2.64,16.66,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75782",1730,110,"Charcoal_endocarp_elaeis","COG","E","Lower Mabale",2.64,16.66,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75783",1370,90,"Charcoal_endocarp_elaeis","COG","E","Lower Mabale",2.64,16.66,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75784",1380,80,"Charcoal_endocarp_elaeis","COG","E","Lower Mabale",2.64,16.66,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75825",1550,80,"Charcoal_endocarp_elaeis","COG","E","Mbeli creek",2.25,16.4,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75826",1690,80,"Charcoal_endocarp_elaeis","COG","E","Mbeli creek",2.25,16.4,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75827",1550,70,"Charcoal_endocarp_elaeis","COG","E","Mbeli creek",2.25,16.4,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75828",1240,70,"Charcoal_endocarp_elaeis","COG","E","Mbeli creek",2.25,16.4,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75829",1560,70,"Charcoal_endocarp_elaeis","COG","E","Mbeli creek",2.25,16.4,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75800",990,80,"Charcoal_endocarp_elaeis","COG","E","Mid Esimbi",2.44,16.46,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75801",1280,80,"Charcoal_endocarp_elaeis","COG","E","Mid Esimbi",2.44,16.46,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75802",1030,80,"Charcoal_endocarp_elaeis","COG","E","Mid Esimbi",2.44,16.46,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75803",1300,80,"Charcoal_endocarp_elaeis","COG","E","Mid Esimbi",2.44,16.46,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75804",1310,80,"Charcoal_endocarp_elaeis","COG","E","Mid Esimbi",2.44,16.46,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75775",1570,70,"Charcoal_endocarp_elaeis","COG","E","Mingingi",2.59,16.5,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75776",1830,100,"Charcoal_endocarp_elaeis","COG","E","Mingingi",2.59,16.5,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75777",1590,80,"Charcoal_endocarp_elaeis","COG","E","Mingingi",2.59,16.5,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75778",1620,90,"Charcoal_endocarp_elaeis","COG","E","Mingingi",2.59,16.5,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75779",1570,120,"Charcoal_endocarp_elaeis","COG","E","Mingingi",2.59,16.5,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75810",1680,90,"Charcoal_endocarp_elaeis","COG","E","Mondika",2.35,16.28,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75811",1760,90,"Charcoal_endocarp_elaeis","COG","E","Mondika",2.35,16.28,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75812",1780,110,"Charcoal_endocarp_elaeis","COG","E","Mondika",2.35,16.28,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75813",1840,90,"Charcoal_endocarp_elaeis","COG","E","Mondika",2.35,16.28,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75814",1400,110,"Charcoal_endocarp_elaeis","COG","E","Mondika",2.35,16.28,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75785",1750,100,"Charcoal_endocarp_elaeis","COG","E","Mongambo",2.69,16.78,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75786",1580,80,"Charcoal_endocarp_elaeis","COG","E","Mongambo",2.69,16.78,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75787",1740,100,"Charcoal_endocarp_elaeis","COG","E","Mongambo",2.69,16.78,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75788",1460,90,"Charcoal_endocarp_elaeis","COG","E","Mongambo",2.69,16.78,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75789",1490,80,"Charcoal_endocarp_elaeis","COG","E","Mongambo",2.69,16.78,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75790",1700,80,"Charcoal_endocarp_elaeis","COG","E","Motaba",2.71,16.93,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
"Beta-75791",1670,100,"Charcoal_endocarp_elaeis","COG","E","Motaba",2.71,16.93,"Id relevant dates, strong proxy for human activity (charred fruit remains but no artefacts)","-","-","-","Fay 1997; Garcin et al. 2018"
